ID	Label	Definition	Synonym	Subset	Xref_MESH	Xref_DOID	Xref_UMLS	Xref_CHEBI	Xref_GO	Xref_MONDO	Comment
ARDS_POI:01573	Gas Exchange		Gas Exchange Improvement	POI_mechanism	D005441		C0016548		GO:0006810		source:mechanism_node
ARDS_POI:01574	Airway Pressure Release Ventilation	Ventilation strategy using APRV mode with continuous spontaneous breathing, enabled by infusion of sedatives (Ramsay score 3).	Airway pressure release ventilation with spontaneous breathing	POI_intervention	D000707		C0001285				source:robot_template_row
ARDS_POI:01578	Recruitment of atelectatic lung units			POI_mechanism	D001261		C0231820		GO:0001666		source:mechanism_node
ARDS_POI:01579	Pulmonary Expansion	Incentive spirometry, deep breathing exercises, and continuous positive airway pressure to expand and recruit atelectatic lung regions after noncardiothoracic surgery.	Lung expansion interventions	POI_intervention	D011656		C0032943				source:robot_template_row
ARDS_POI:01584	Acute respiratory distress syndrome	Ventilation strategy for ARDS aimed at minimizing alveolar overdistension and cyclic reopening, including maintenance of PEEP above lower inflection point, low VT, and pressure-limited modes.	new ventilatory approach for ARDS	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01597	Low tidal volume ventilation	Very low tidal volume ventilation (≈3 ml/kg) combined with extracorporeal CO2 removal to reduce ventilator-induced lung injury in severe ARDS.	Very low Vt with extracorporeal CO2 removal for severe ARDS	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01600	Ventilator-induced lung injury		Tidal Hyperinflation Vili	POI_mechanism	D055371				GO:0097553		source:mechanism_node
ARDS_POI:01601	Ventilator-induced lung injury		Extracorporeal Co2 Removal Vili Reduction	POI_mechanism	D055371				GO:0097553		source:mechanism_node
ARDS_POI:01603	Ventilator-Induced Lung Injury		Stretch Induced Lung Injury	POI_mechanism	D055370	DOID:0050601	C1705242				source:mechanism_node
ARDS_POI:01604	COVID-19	Tocilizumab, a monoclonal antibody against the interleukin 6 receptor, administered within the first 2 days of ICU admission for critically ill COVID-19 patients.	Early tocilizumab treatment in COVID-19 critical illness	POI_disease	D059473	DOID:0080600	C5203229				source:robot_template_row
ARDS_POI:01609	Noninvasive ventilation	Noninvasive ventilation delivered via a transparent helmet covering the entire head of the patient with a rubber collar neck seal, used for patients with acute respiratory distress syndrome.	Noninvasive ventilation delivered by helmet	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01621	High-flow nasal cannula oxygen therapy	Nasal high-flow oxygen therapy providing better humidification and airway pressure support compared to Venturi mask for postextubation respiratory failure.	nasal high-flow oxygen therapy	POI_intervention	D000066829		C4042833				source:robot_template_row
ARDS_POI:01628	Positive Airway Pressure		Optimal Airway Pressure Support	POI_mechanism	D045422		C0032031				source:mechanism_node
ARDS_POI:01629	Atelectasis		Prevention Of Postextubation Atelectasis	POI_mechanism	D001261	DOID:9956	C0004144		GO:0097553		source:mechanism_node
ARDS_POI:01630	Airway Humidification		Improved Airway Humidification	POI_mechanism	D000339		C0020593				source:mechanism_node
ARDS_POI:01636	High-flow nasal cannula oxygen therapy	Provision of high-flow nasal cannula oxygen therapy in the 24 hours following extubation.		POI_intervention	D000066829		C4042833				source:robot_template_row
ARDS_POI:01640	Enteral nutritional supplementation with omega-3 fatty acids, gamma-linolenic acid, and antioxidants	Twice-daily enteral supplementation of n-3 fatty acids, gamma-linolenic acid, and antioxidants for patients with acute lung injury.	Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:25681			source:robot_template_row
ARDS_POI:01649	Medical Emergency Team	Intensive care unit-based medical emergency team to evaluate and treat hospitalized patients at risk of adverse outcomes.	introduction of medical emergency team	POI_intervention	D041921		C0179216				source:robot_template_row
ARDS_POI:01652	Physical Rehabilitation	Physical rehabilitation for patients with intensive care unit-acquired weakness (ICUAW)		POI_intervention	D053220		C0034853				source:robot_template_row
ARDS_POI:01662	Endotracheal intubation	Multicomponent protocol including preoxygenation, two operators, rapid sequence induction, cricoid pressure, capnography, protective ventilation, fluid loading, early sedation, and vasopressors as needed.	ICU intubation bundle management protocol	POI_outcome	D007442		C0021925				source:robot_template_row
ARDS_POI:01666	Oxygenation		Preoxygenation With Noninvasive Positive Pressure Ventilation	POI_mechanism	D010100		C0242402				source:mechanism_node
ARDS_POI:01667	Endotracheal intubation		Two Operator Presence For Intubation	POI_mechanism	D007442		C0021925				source:mechanism_node
ARDS_POI:01668	Rapid Sequence Induction			POI_mechanism	http://purl.bioontology.org/ontology/MESH/D000079603		C0087147				source:mechanism_node
ARDS_POI:01669	Cricoid Pressure			POI_mechanism	D017557		C0010286				source:mechanism_node
ARDS_POI:01670	Capnography		Capnography Monitoring	POI_mechanism	D019285		C0006627				source:mechanism_node
ARDS_POI:01671	Protective Ventilation			POI_mechanism	D045586		C0199766				source:mechanism_node
ARDS_POI:01672	Fluid Administration		Fluid Loading	POI_mechanism	D005440		C0150786				source:mechanism_node
ARDS_POI:01673	Sedation		Early Sedation Administration	POI_mechanism	D003612		C0036557				source:mechanism_node
ARDS_POI:01674	Vasopressor Administration		Vasopressor Use As Needed	POI_mechanism	D014662		C0042401				source:mechanism_node
ARDS_POI:01675	Oxygen therapy	Continuous positive airway pressure (CPAP) delivered via face mask in addition to supplemental oxygen for the management of acute hypoxemic nonhypercapnic respiratory insufficiency.	CPAP plus oxygen therapy	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01679	Neuromuscular blockade	Continuous infusion of neuromuscular-blocking agents with scheduled eye care including lubricating drops/gel and eyelid closure.	Scheduled neuromuscular blockade	POI_intervention	D009464		C0027947	CHEBI:64100			source:robot_template_row
ARDS_POI:01693	Preoperative assessment	Structured preoperative evaluation of lung cancer patients prior to resection surgery, including cardiovascular assessment, spirometry, DLCO, estimation of postop pulmonary reserve, and cardiopulmonary exercise testing.	Preoperative physiologic assessment for lung cancer resection	POI_intervention	D008175	DOID:8552	C0023109				source:robot_template_row
ARDS_POI:01702	TAK-242	Small-molecule inhibitor of Toll-like receptor-4-mediated signaling for the treatment of severe sepsis.		POI_intervention	D012544		C0036514	CHEBI:90217			source:robot_template_row
ARDS_POI:01715	Nitric Oxide, Inhaled	Administration of inhaled nitric oxide as a treatment for acute lung injury or acute respiratory distress syndrome.	inhaled nitric oxide	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:16480			source:robot_template_row
ARDS_POI:01719	Nasal Positive Pressure Ventilation with Oxygen Therapy	Combination of nasal positive-pressure ventilation and long-term oxygen therapy for treatment of stable hypercapnic COPD.	Nasal positive-pressure ventilation plus oxygen	POI_intervention	D045422		C0199451				source:robot_template_row
ARDS_POI:01726	Non-invasive Positive Pressure Ventilation		Ventilation Improvement Npsv	POI_mechanism	D045505		C0030690				source:mechanism_node
ARDS_POI:01727	Gas Exchange		Gas Exchange Optimization Npsv	POI_mechanism	D005711		C0016751		GO:0006810		source:mechanism_node
ARDS_POI:01728	Sleep Quality		Sleep Quality Enhancement Npsv	POI_mechanism	D012890		C0037313				source:mechanism_node
ARDS_POI:01729	Non-invasive ventilation	Non-invasive ventilation with pressure support, adjustable tidal volume and PEEP 5 cmH2O, for acute cardiogenic pulmonary edema.	non-invasive pressure support ventilation	POI_intervention	D011415		C0034065				source:robot_template_row
ARDS_POI:01744	Inspiratory pressure augmentation	Use of inspiratory pressure augmentation during spontaneous breathing trials to improve ventilator liberation outcomes.	inspiratory pressure augmentation during spontaneous breathing trials	POI_intervention	D045738		C0231841				source:robot_template_row
ARDS_POI:01760	Dexamethasone	Single intraoperative dose of 1 mg/kg dexamethasone administered during cardiac surgery with cardiopulmonary bypass.	intraoperative high-dose dexamethasone	POI_intervention	D003907		C0011777	CHEBI:41879			source:robot_template_row
ARDS_POI:01764	Low tidal volume ventilation	Management strategies for COVID-19 associated ARDS including high flow nasal cannula, low tidal volume ventilation, and PEEP titration to optimize oxygenation.	HFNC, low Vt, PEEP optimization for COVID-19 ARDS	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01777	Sedation	Nurse-implemented, goal-directed sedation protocol including targeted sedation, arousal assessments, extubation readiness testing, sedation adjustment every 8 hours, and sedation weaning.	Protocolized sedation	POI_intervention	D003612		C0036557				source:robot_template_row
ARDS_POI:01780	Tofacitinib	Tofacitinib 10 mg PO BID for up to 14 days or hospital discharge in patients hospitalized with COVID-19 pneumonia.	Tofacitinib treatment	POI_intervention	D059495		C5712631	CHEBI:75548			source:robot_template_row
ARDS_POI:01784	Ventilator Management	Ventilator management protocol implemented by respiratory care practitioners and nurses.	Multidisciplinary ventilator management protocol	POI_intervention	D011656		C0032943				source:robot_template_row
ARDS_POI:01789	Acute respiratory distress syndrome	Surviving acute respiratory distress syndrome	ARDS survival	POI_outcome	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01791	PEEP titration	Titrating PEEP using esophageal pressure to offset pleural pressure and attenuate alveolar injury in ARDS.	PEEP titration guided by esophageal pressure in ARDS	POI_intervention	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01796	Pleural Pressure		Pleural Pressure Offset	POI_mechanism	D010994		C0032154				source:mechanism_node
ARDS_POI:01797	Alveolar Injury		Alveolar Injury Attenuation	POI_mechanism	D000070642		C0332287		GO:0035633		source:mechanism_node
ARDS_POI:01798	Patient Outcome Assessment		Improved Patient Outcomes	POI_mechanism	D017063		C1456766				source:mechanism_node
ARDS_POI:01799	Acute respiratory distress syndrome	IV N-acetylcysteine infusion (70 mg/kg every 8h for 10 days) to replete glutathione levels in ARDS.	N-acetylcysteine (NAC) for ARDS	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01802	Acute respiratory distress syndrome		Glutathione Depletion Ards	POI_mechanism	D012128	DOID:11394	C0035222				source:mechanism_node
ARDS_POI:01803	Recombinant surfactant protein C	Recombinant surfactant protein C-based surfactant administered intratracheally up to 4 times within 24 hours in patients with ARDS.	Recombinant surfactant protein C-based surfactant	POI_intervention	D012128	DOID:11394	C0035222	CHEBI:80296			source:robot_template_row
ARDS_POI:01807	Alveolar recruitment		Alveolar Recruitment Exogenous Surfactant	POI_mechanism	D000072601				GO:0045087		source:mechanism_node
ARDS_POI:01808	Gas Exchange		Gas Exchange Improvement Exogenous Surfactant	POI_mechanism	D005687	DOID:3083	C0587081		GO:0006810		source:mechanism_node
ARDS_POI:01809	Nutritional Support	Implementation of a guideline-based protocol to increase enteral nutrition use and enable earlier feeding initiation in critically ill patients.	Implementation of ICU nutrition management protocol	POI_intervention	D009584		C0242539				source:robot_template_row
ARDS_POI:01818	Angiotensin-Converting Enzyme Insertion/Deletion Polymorphism	ACE insertion/deletion polymorphism that regulates ACE activity and is associated with susceptibility and outcome in ARDS.	ACE I/D polymorphism	POI_mechanism	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01831	Extubation failure	Elevated rapid shallow breathing index, positive fluid balance 24h prior, and pneumonia as reason for intubation are associated with increased risk of extubation failure in ventilated ICU patients.	Predictors of extubation failure	POI_mechanism	D017147	DOID:0050463	C0729302				source:robot_template_row
ARDS_POI:01838	perioperative oxygen therapy	Administration of 80% oxygen during and for 2 hours after abdominal surgery.	80% perioperative oxygen	POI_intervention	D010100		C0030657	CHEBI:15379			source:robot_template_row
ARDS_POI:01841	Acute respiratory distress syndrome	Reducing ventilator power (driving pressure, respiratory rate, mechanical power) to mitigate ventilator-induced lung injury in ARDS.	ventilator power optimization in ARDS	POI_disease	D012128	DOID:11394	C0035222				source:robot_template_row
ARDS_POI:01844	Ventilator-induced lung injury		Ventilator Induced Lung Injury	POI_mechanism	D055371	DOID:11394	C1096197		GO:0097553		source:mechanism_node
