IRI,Label,Subset,Definition,Xrefs,Synonyms,Expert_Approved,Expert_Comment,Suggested_Correction,Auto_Xref,Auto_Xref_Source,Auto_Definition,PMID_Evidence,Suggested_Subset,Reclassify_Reason,Duplicate_Of,Label_Quality,Disease_Boundary_Note
ARDS_POI_02656,Elevated pulmonary artery pressure,POI_disease,,,,,,,250767002,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02022,Enhanced intravascular coagulation,POI_disease,,,,,,,D004211,BioPortal,"A disorder characterized by procoagulant substances entering the general circulation causing a systemic thrombotic process. The activation of the clotting mechanism may arise from any of a number of disorders. A majority of the patients manifest skin lesions, sometimes leading to PURPURA FULMINANS.",,,,,,
ARDS_POI_01133,Fat embolism,POI_disease,,,,,,,212372004,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02929,Feasible ards management,POI_disease,,,,,,,Thesaurus.owl#C61372,BioPortal,"The act of conducting, controlling or supervising something.",,,,,,
ARDS_POI_03202,Focal ARDS,POI_disease,CT-defined ARDS phenotype with unilateral or lobar consolidation. Recruitable at low pressures; high risk of overdistension with high PEEP. Gattinoni-Marini CT phenotype classification (PMID 30342773),,,,,,87017008,BioPortal,,,,,,,
ARDS_POI_02943,Higher failure rate during trial,POI_disease,,,,,,,Thesaurus.owl#C49628,BioPortal,The failure of a potential subject of meeting one or more criteria required for participation in a trial.,,,,,,
ARDS_POI_02558,History of hematologic malignancy,POI_disease,,,,,,,Thesaurus.owl#C27357,BioPortal,A hematologic malignancy that is resistant to treatment.,,,,,,
ARDS_POI_01725,Hypercapnic COPD,POI_disease,,,,,,,709109004,BioPortal,Respiratory failure due to a high level of carbon dioxide in the blood.,,,,,,
ARDS_POI_03200,Hyperinflammatory ARDS subphenotype,POI_disease,"Biologically distinct ARDS subphenotype identified by latent class analysis (Calfee et al. AJRCCM 2014; PMID 25030514). Characterised by elevated plasma IL-6 (>400 pg/mL), IL-8, sRAGE, angiopoietin-2,",,,,,,1351853000,BioPortal,,33253239,,,,,
ARDS_POI_03201,Hypoinflammatory ARDS subphenotype,POI_disease,"Biologically distinct ARDS subphenotype (Calfee et al. AJRCCM 2014; PMID 25030514). Low plasma inflammatory biomarkers, absence of vasopressor shock, lower 90-day mortality. Majority phenotype (~70%).",,,,,,Thesaurus.owl#C173484,BioPortal,,33253239,,,,,
ARDS_POI_02944,Hypoinflammatory ards phenotype,POI_disease,,,,,,,D010641,BioPortal,"The outward appearance of the individual. It is the product of interactions between genes, and between the GENOTYPE and the environment.",33253239,,,,,
ARDS_POI_02947,Il6 crp ards biomarkers,POI_disease,,,,,,,D015415,BioPortal,"Measurable and quantifiable biological parameters (e.g., specific enzyme concentration, specific hormone concentration, specific gene phenotype distribution in a population, presence of biological substances) which serve as indices for health- and physiology-related assessments, such as disease risk",,,,,,
ARDS_POI_02949,Improved ards diagnosis,POI_disease,,,,,,,385425000,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02950,Improved ards outcomes,POI_disease,,,,,,,385425000,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02954,Improved outcome ards,POI_disease,,,,,,,385425000,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02958,Improved physiology ards,POI_disease,,,,,,,385425000,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_01828,Increased alveolar protein load,POI_disease,,,,,,,879967006,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02965,Increased ards incidence,POI_disease,,,,,,,D015994,BioPortal,"The number of new cases of a given disease during a given period in a specified population. It also is used for the rate at which new events occur in a defined population. It is differentiated from PREVALENCE, which refers to all cases in the population at a given time.",,,,,,
ARDS_POI_02966,Increased ards odds,POI_disease,,,,,,,D016017,BioPortal,The ratio of two odds. The exposure-odds ratio for case control data is the ratio of the odds in favor of exposure among cases to the odds in favor of exposure among noncases. The disease-odds ratio for a cohort or cross section is the ratio of the odds in favor of disease among the exposed to the o,,,,,,
ARDS_POI_02970,Increased evlw ards,POI_disease,,,,,,,35105006,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02981,Increased risk of death in ards,POI_disease,,,,,,,392562007,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_01135,Infection,POI_disease,,,,,,,Thesaurus.owl#C26726,BioPortal,"A disorder resulting from the presence and activity of a microbial, viral, fungal, or parasitic agent. It can be transmitted by direct or indirect contact.",,,,,,
ARDS_POI_02553,Infection acquired in ICU,POI_disease,,,,,,,Thesaurus.owl#C122426,BioPortal,An infection with the Cytomegalovirus that is not present from birth.,,,,,,
ARDS_POI_02987,Interindividual variability in covid ards,POI_disease,,,,,,,Thesaurus.owl#C85443,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02991,Ketoconazole treatment ali ards,POI_disease,,,,,,,D007654,BioPortal,"Broad spectrum antifungal agent used for long periods at high doses, especially in immunosuppressed patients.",,,,,,
ARDS_POI_02992,Lack of consensus training for ards diagnosis,POI_disease,,,,,,,103608007,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02995,Lisofylline early treatment ali ards,POI_disease,,,,,,,C025189,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02560,Liver cirrhosis,POI_disease,,,,,,,D008103,BioPortal,"Liver disease in which the normal microcirculation, the gross vascular anatomy, and the hepatic architecture have been variably destroyed and altered with fibrous septa surrounding regenerated or regenerating parenchymal nodules.",,,,,,
ARDS_POI_02996,Long term outcomes ards survivors,POI_disease,,,,,,,D020276,BioPortal,"Persons who have experienced prolonged survival of HIV infection. This includes the full spectrum of untreated, HIV-infected long-term asymptomatics to those with AIDS who have survived due to successful treatment.",,,,,,
ARDS_POI_01359,Long-term impairments after critical illness,POI_disease,,,,,,,D016638,BioPortal,A disease or state in which death is possible or imminent.,,,,,,
ARDS_POI_01700,Lung cancer,POI_disease,,,,,,,Thesaurus.owl#C176948,BioPortal,Lung cancer that presents with subjective evidence of disease as perceived by the patient.,,,,,,
ARDS_POI_03005,Matrix metalloproteinase balance ards,POI_disease,,,,,,,Thesaurus.owl#C18164,BioPortal,"Matrix metalloproteinases are Zn(2+)-binding endopeptidases that degrade components of the extracellular matrix. These enzymes are implicated in tissue remodeling processes, wound healing, angiogenesis, and tumor invasion. Matrix metalloproteinases have been associated with the development of advanc",,,,,,
ARDS_POI_01384,Negative cumulative fluid balance in acute lung injury,POI_disease,,,,,,,251858002,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_03012,Neopterin ards biomarker,POI_disease,,,,,,,D019798,BioPortal,"A pteridine derivative present in body fluids; elevated levels result from immune system activation, malignant disease, allograft rejection, and viral infections. (From Stedman, 26th ed) Neopterin also serves as a precursor in the biosynthesis of BIOPTERINS.",,,,,,
ARDS_POI_03203,Non-focal ARDS,POI_disease,CT-defined ARDS with diffuse bilateral ground-glass opacities. Low recruitability; may benefit from higher PEEP. Gattinoni-Marini (PMID 30342773). Non-focal / diffuse morphology: higher potential recr,,,,,,Thesaurus.owl#C183150,BioPortal,,,,,,,
ARDS_POI_03032,Nonfocal ards pattern,POI_disease,,,,,,,255711007,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_03035,Nppv early ards,POI_disease,,,,,,,264499004,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02360,Opportunistic Fungal Infection,POI_disease,,,,,,,Thesaurus.owl#C3289,BioPortal,Infection caused by an organism that is capable of causing disease in immunocompromised patients only (e.g. HIV-positive or transplanted patients).--2004,,,,,,
ARDS_POI_03049,Pharmacologic interventions ineffective ards,POI_disease,,,,,,,56183000,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_03050,Pharyngeal injury intubation,POI_disease,,,,,,,D007440,BioPortal,Introduction of a tube into a hollow organ to restore or maintain patency if obstructed. It is differentiated from CATHETERIZATION in that the insertion of a catheter is usually performed for the introducing or withdrawing of fluids from the body.,,,,,,
ARDS_POI_03054,Pre intubation ards recognition,POI_disease,,,,,,,D007440,BioPortal,Introduction of a tube into a hollow organ to restore or maintain patency if obstructed. It is differentiated from CATHETERIZATION in that the insertion of a catheter is usually performed for the introducing or withdrawing of fluids from the body.,,,,,,
ARDS_POI_03060,Procollagen iii levels elevated in ards balf,POI_disease,,,,,,,395690006,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,POI_biomarker,Biomarker measurement → POI_biomarker,,,
ARDS_POI_03117,Rosuvastatin ards,POI_disease,,,,,,,700067006,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_01451,Sepsis molecular phenotyping,POI_disease,,,,,,,258060006,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,,,,,
ARDS_POI_02498,Severe Brain Injury Susceptibility,POI_disease,,,,,,,Thesaurus.owl#C50440,BioPortal,Trauma to the brain.,,,,,,
ARDS_POI_02741,Severe pandemic (H1N1)v influenza A infection,POI_disease,,,,,,,449024000,BioPortal,This concept describes the specific hemagglutinin (HA) and the neuraminidase (N) type of the influenza A strain involved in the 2009 pandemic. Most commercially available products do not explicitly result the neuraminidase (N) type but rather infer it based on the most likely pattern.,,,,,,
ARDS_POI_01129,Sickle cell disease,POI_disease,,,,,,,Thesaurus.owl#C34383,BioPortal,A blood disorder characterized by the appearance of sickle-shaped red blood cells and anemia.,,,,,,
ARDS_POI_02394,Status asthmaticus,POI_disease,,,,,,,D013224,BioPortal,"A sudden intense and continuous aggravation of a state of asthma, marked by dyspnea to the point of exhaustion and collapse and not responding to the usual therapeutic efforts.",,,,,,
ARDS_POI_03138,Timp elevation ards,POI_disease,,,,,,,103720008,BioPortal,"Disease, syndrome, or clinical condition. [Definition needed: describe diagnostic criteria, clinical features, and relationship to perioperative organ injury]",,POI_biomarker,Biomarker measurement → POI_biomarker,,,REVIEW: May belong in different subset — see boundary rules
ARDS_POI_02839,Tissue Repair Fibrosis Inhibition,POI_disease,,,,,,,Thesaurus.owl#C40661,BioPortal,"DNA Repair Inhibition involves interference with, or restraint of, the enzymatic restoration of a continuous two-stranded DNA molecule without mismatch from a molecule that contains regions damaged by chemical or radiation exposure or by spontaneous damage.",,,,,,
