ID	Label	Parent	Definition	Synonym	Xref_DOID	Xref_MESH	Xref_UMLS	Subset	Source_PMIDs	N_Sources	Xref_CHEBI	Xref_GO	Xref_MONDO	Normalized_Label
ARDS_POI:01183	Gastrointestinal Diseases			Gastrointestinal intolerances	DOID:77	D005767	C0017178	POI_outcome	22307571	1				
ARDS_POI:01184	SpO2/FIO2 ratio as surrogate for PaO2/FIO2 ratio in ALI/ARDS		Use of SpO2/FIO2 ratio to diagnose and monitor ALI and ARDS, with thresholds of 235 for ARDS (PaO2/FIO2 200) and 315 for ALI (PaO2/FIO2 300).	S/F ratio	DOID:11394	D012128	C0035222	POI_intervention	17573487	1				
ARDS_POI:01185	Oxygenation			SpO2/FIO2 ratio correlation with PaO2/FIO2 ratio		D010100	C0242402	POI_mechanism	17573487	1				
ARDS_POI:01186	Acute respiratory distress syndrome			ARDS diagnosis threshold	DOID:11394	D012128	C0035222	POI_outcome	17573487	1				
ARDS_POI:01187	Acute Lung Injury diagnosis			ALI diagnosis threshold	DOID:11394	D055371	C3714243	POI_outcome	17573487	1				
ARDS_POI:01188	RESP score for ECMO survival prediction		Multivariable logistic regression model to predict hospital survival for patients with severe acute respiratory failure receiving ECMO.	Respiratory ECMO Survival Prediction (RESP) score	DOID:11394	D012128	C0035222	POI_intervention	24693864	1				
ARDS_POI:01189	Extracorporeal membrane oxygenation			RESP score for ECMO survival prediction		D015199	C0015357	POI_intervention	24693864	1				
ARDS_POI:01190	Extracorporeal membrane oxygenation			Improved ECMO survival prediction		D015199	C0015357	POI_outcome	24693864	1				
ARDS_POI:01191	Acute Respiratory Failure			Severe acute respiratory failure	DOID:11162	D012131	C0235378	POI_context	27245914|24693864	2				
ARDS_POI:01192	Extracorporeal membrane oxygenation			ECMO treatment		D004997	C0013616	POI_context	9315812|24693864	2				
ARDS_POI:01193	Area Under the Receiver Operating Characteristic Curve			External validation of RESP score AUC		D064223	C0662804	POI_outcome	24693864	1				
ARDS_POI:01194	Pulmonary Artery Catheter		Pulmonary artery catheter for hemodynamic monitoring in critically ill patients.	Pulmonary artery catheter (PAC)		D053528	C0034095	POI_intervention	16204666	1				
ARDS_POI:01195	Mortality			No impact on mortality		D008875	C0026516	POI_outcome	16204666	1				
ARDS_POI:01196	Hospital Length of Stay			No impact on hospital length of stay		D006801	C0019080	POI_outcome	16204666	1				
ARDS_POI:01197	Inotropic agents			Increased inotrope use		D007342	C0021789	POI_outcome	16204666	1				
ARDS_POI:01198	Vasodilator Administration			Increased IV vasodilator use		D014665	C0042401	POI_outcome	16204666	1				
ARDS_POI:01199	Tocilizumab for COVID-19 pneumonia		Tocilizumab 8 mg/kg IV on day 1 and day 3 if clinically indicated, for treatment of moderate to severe COVID-19 pneumonia.	TCZ	DOID:0080600	D000086382	C5203670	POI_intervention	33080017	1				
ARDS_POI:01200	Pneumonia			Tocilizumab for COVID-19 pneumonia	DOID:552	D000086382	C5203670	POI_intervention	33080017	1				
ARDS_POI:01201	WHO-CPS score reduction			Reduced WHO-CPS >5 at day 4		D064420	C4082119	POI_outcome	33080017	1				
ARDS_POI:01202	Pneumonia			COVID-19 pneumonia	DOID:552	D000086382	C5203670	POI_disease	32255382|33080017|34133856|33080005	4				
ARDS_POI:01203	Enteral nutrition with omega-3 fatty acids and antioxidants		Enteral feeding with a combination of eicosapentaenoic acid (EPA), gamma-linolenic acid (GLA), and antioxidants to reduce pulmonary inflammation and improve oxygenation in patients with acute respiratory distress syndrome.	Enteral feeding with EPA+GLA and antioxidants	DOID:11394	D012128	C0035222	POI_intervention	10470743	1	CHEBI:25805			
ARDS_POI:01204	Enteral nutrition with omega-3 fatty acids and antioxidants			Enteral feeding with EPA+GLA and antioxidants		D004750	C0014108	POI_intervention	10470743	1	CHEBI:25805			
ARDS_POI:01205	Neutrophil recruitment			Reduced pulmonary neutrophil recruitment		D020378	C1155362	POI_outcome	10470743	1		GO:0002233		
ARDS_POI:01206	Oxygenation			Improved oxygenation and reduced ventilation		D010100	C0242402	POI_outcome	10470743	1				
ARDS_POI:01207	Inflammatory response	GO:0008150		Anti Inflammatory Effects Epa Gla		D007249	C0021368	POI_mechanism	10470743	1		GO:0006954		
ARDS_POI:01208	Vasodilation	GO:0008150		Vasodilatory Effects Epa Gla		D014664	C0042401	POI_mechanism	10470743	1		GO:0019229		
ARDS_POI:01209	Inflammatory response	GO:0008150		Reduced Lung Inflammation		D007249	C0021368	POI_mechanism	10470743	1		GO:0006954		
ARDS_POI:01210	Lung Microvascular Permeability	GO:0008150		Improved Lung Microvascular Permeability		D055806	C0678697	POI_mechanism	10470743	1		GO:0016525		
ARDS_POI:01211	Oxygenation	GO:0008150		Improved Oxygenation Cardiopulmonary Function		D010100	C0242402	POI_mechanism	10470743	1				
ARDS_POI:01212	Grip Strength		Comprehensive assessment of global muscle strength and handgrip dynamometry to diagnose ICU-acquired paresis and predict mortality in critically ill patients.	Global strength and handgrip dynamometry assessment		D008668	C0085493	POI_intervention	18511703	1				
ARDS_POI:01213	Intensive Care Unit-Acquired Weakness			ICU-acquired paresis diagnosis	DOID:0080204	D008668	C0085493	POI_outcome	18511703	1				
ARDS_POI:01214	Mortality			ICU-acquired paresis mortality association		D009026	C0026565	POI_outcome	18511703	1				
ARDS_POI:01215	Handgrip Strength			Handgrip dynamometry assessment		D006350	C0018941	POI_intervention	18511703	1				
ARDS_POI:01216	Muscle Strength Assessment			Global muscle strength assessment		D018482	C0451829	POI_intervention	18511703	1				
ARDS_POI:01217	Tidal volume ventilation	ARDS_POI:01066	Ventilation with tidal volumes larger than 6 mL/kg predicted body weight, a proposed risk factor for ventilator-associated lung injury and ARDS.	large tidal volume ventilation	DOID:11394	D012128	C0035222	POI_intervention	15343007	1				
ARDS_POI:01218	Ventilator-Induced Lung Injury			Ventilator-associated lung injury	DOID:0050863	D012128	C0035222	POI_outcome	16374149|15343007|15695492	3				
ARDS_POI:01219	Tidal volume ventilation	ARDS_POI:01066	Ventilation strategy using lower tidal volumes (6 mL/kg) compared to traditional higher tidal volumes (12 mL/kg) in patients with acute lung injury.	lower tidal volume ventilation	DOID:11394	D012128	C0035222	POI_intervention	19841457|20055989|15644641	3				
ARDS_POI:01220	Interleukin-6			Decreased interleukin-6		D007356	C0021753	POI_outcome	15644641	1	CHEBI:146921	GO:0005138		
ARDS_POI:01221	Interleukin-8			Decreased interleukin-8		D007357	C0021756	POI_outcome	15644641	1	CHEBI:138122			
ARDS_POI:01222	Mortality			Increased mortality risk		D008869	C0024102	POI_outcome	15644641	1				
ARDS_POI:01223	Ventilator-free days			Decreased ventilator-free days			C3853727	POI_outcome	15644641	1				
ARDS_POI:01224	Organ failure			Decreased organ failure-free days		D009102	C0026776	POI_outcome	15644641	1				
ARDS_POI:01225	Interleukin-6			Elevated interleukin-6		D007356	C0021753	POI_mechanism	15644641	1	CHEBI:81497			
ARDS_POI:01226	Interleukin-8			Elevated interleukin-8		D007357	C0021756	POI_mechanism	15644641	1	CHEBI:138351	GO:0008009		
ARDS_POI:01227	Interleukin-6 and Interleukin-8 elevation			Elevated interleukin-6 and interleukin-8		D015850	C0021759	POI_mechanism	15644641	1				
ARDS_POI:01228	Ventilator-induced lung injury		Ventilation strategy that leads to increased epithelial cell apoptosis in the kidney and small intestine, contributing to organ dysfunction in ARDS.	Injurious ventilation strategy	DOID:11394	D012128	C0035222	POI_intervention	12709468	1				
ARDS_POI:01229	apoptosis			Epithelial cell apoptosis in kidney		D011656	C0032943	POI_mechanism	12709468	1		GO:0006915		
ARDS_POI:01230	apoptotic process			Epithelial cell apoptosis in small intestine		D007428	C0010146	POI_mechanism	12709468	1		GO:0006915		
ARDS_POI:01231	Acute respiratory distress syndrome			Organ dysfunction in ARDS	DOID:11394	D012128	C0035222	POI_outcome	12709468	1				
ARDS_POI:01232	Noninvasive ventilation		Noninvasive ventilation for the treatment of acute respiratory failure in solid organ transplant recipients.	NIV	DOID:11394	D012128	C0035222	POI_intervention	11990914|10634340|12689847|22406958|16276167|14500259|29099420	7				
ARDS_POI:01233	Noninvasive ventilation					D053255	C0393604	POI_intervention	11990914|14500259|10634340|16276167	4				
ARDS_POI:01234	Mechanical ventilation			Reduced need for intubation and mechanical ventilation		D007196	C0021311	POI_outcome	30888444|11066186|10634340	3				
ARDS_POI:01235	Oxygenation			Improved PaO2/FiO2 ratio		D010100	C0242402	POI_outcome	10634340|19325471	2				
ARDS_POI:01236	Mortality reduction			Reduced fatal complications		D000066	C0038952	POI_outcome	10634340	1				
ARDS_POI:01237	Mortality			Reduced ICU mortality		D007226	C0021370	POI_outcome	10634340|16276167|17133177|15599160	4				
ARDS_POI:01238	Organ Transplantation			Solid organ transplantation		D013375	C0037943	POI_context	10634340	1				
ARDS_POI:01239	Positive end-expiratory pressure	ARDS_POI:01066	Use of high positive end-expiratory pressure (12 cm H2O) with recruitment maneuvers during general anesthesia for open abdominal surgery.	High PEEP with recruitment maneuvers during general anesthesia for open abdominal surgery		D011656	C0032943	POI_intervention	24894577	1				
ARDS_POI:01240	Positive end-expiratory pressure			High PEEP with recruitment maneuvers during OLV		D010863	C0034084	POI_intervention	24894577	1				
ARDS_POI:01241	Pulmonary complications			No difference in postoperative pulmonary complications		D011656	C0032943	POI_outcome	24894577	1				
ARDS_POI:01242	Abdominal Surgical Procedures			Open abdominal surgery context		D013506	C0191052	POI_context	24894577	1				
ARDS_POI:01243	General Anesthesia			General anesthesia context		D000368	C0001926	POI_context	24894577|26174419	2				
ARDS_POI:01244	Atelectasis			Prevent dependent lung atelectasis	DOID:9956	D001261	C0004144	POI_mechanism	24894577	1		GO:0097553		
ARDS_POI:01245	Pulmonary artery catheterization		Early use of pulmonary artery catheter in patients with shock and acute respiratory distress syndrome.	early use of pulmonary artery catheter	DOID:11394	D012128	C0035222	POI_intervention	14645314	1				
ARDS_POI:01246	Pulmonary artery catheter			Early use of pulmonary artery catheter		D011253	C0030705	POI_intervention	14645314	1				
ARDS_POI:01247	Acute respiratory distress syndrome			No effect on mortality in ARDS and shock	DOID:11394	D012128	C0035222	POI_outcome	14645314	1				
ARDS_POI:01248	Shock				DOID:9880	D012764	C0036572	POI_context	12441753|14645314	2				
ARDS_POI:01249	recombinant human angiotensin-converting enzyme 2 (rhACE2)		Recombinant human angiotensin-converting enzyme 2 (rhACE2, GSK2586881) to replete ACE2 and modulate renin-angiotensin system signaling in acute respiratory distress syndrome.	GSK2586881	DOID:11394	D012128	C0035222	POI_intervention	28877748	1	CHEBI:81399			
ARDS_POI:01250	recombinant human angiotensin converting enzyme 2			rhACE2 (GSK2586881) to replete ACE2		D000706	C0003400	POI_intervention	28877748	1	CHEBI:81399			
ARDS_POI:01251	RAS protein signaling			Modulation of RAS peptides		D020741	C1148573	POI_mechanism	28877748	1		GO:0007265		
ARDS_POI:01252	Lung injury			Reduced lung injury	DOID:3083	D055370	C0149925	POI_outcome	28877748	1				
ARDS_POI:01253	Acute respiratory distress syndrome	GO:0008150		Ras Signaling Dysregulation Ards	DOID:11394	D012128	C0035222	POI_mechanism	28877748	1				
ARDS_POI:01254	Acute respiratory distress syndrome	GO:0008150		Ace2 Depletion Ards	DOID:11394	D012128	C0035222	POI_mechanism	28877748	1				
ARDS_POI:01255	ACE2 repletion attenuates lung injury	GO:0008150		Ace2 Repletion Lung Injury Attenuation	DOID:3082	D000072502	C0024109	POI_mechanism	28877748	1		GO:0010628		
ARDS_POI:01256	Mesenchymal Stromal Cells			Allogeneic mesenchymal stromal cells		D059630	C1257975	POI_intervention	30455077	1				
ARDS_POI:01257	COVID-19			COVID-19 infection	DOID:0080600	D046169	C0232591	POI_intervention	33341155	1				
ARDS_POI:01258	Severe illness			Increased severe illness		D013315	C0036690	POI_outcome	33341155	1				
ARDS_POI:01259	Cardiovascular complications			Decreased cardiovascular complications		D002318	C0007222	POI_outcome	33341155	1				
ARDS_POI:01260	Endotracheal intubation			Decreased need for intubation		D007333	C0021117	POI_outcome	14500259	1				
ARDS_POI:01261	Sepsis			Reduced incidence of septic shock	DOID:0080642	D012486	C0036596	POI_outcome	14500259	1				
ARDS_POI:01262	90-day survival			Improved 90-day survival		D013378	C0038351	POI_outcome	14500259|12689847	2				
ARDS_POI:01263	Hypoxemia			Improved hypoxemia and tachypnea		D000860	C0242184	POI_outcome	14500259	1				
ARDS_POI:01264	Severe acute hypoxemic respiratory failure				DOID:11162	D012131	C1533734	POI_context	14500259	1				
ARDS_POI:01265	Prone positioning			Prone position placement		D011524	C0150119	POI_intervention	15547166	1				
ARDS_POI:01266	Hypoxemic Respiratory Failure			Hypoxemic acute respiratory failure	DOID:11162	D006535	C1705242	POI_intervention	15547166	1				
ARDS_POI:01267	Mortality			Reduced 28-day mortality		D009026	C0026565	POI_outcome	20562702|15547166|26444879	3				
ARDS_POI:01268	Mortality			Reduced 90-day mortality		D009026	C0026565	POI_outcome	15547166	1				
ARDS_POI:01269	Mechanical ventilation			Reduced duration of mechanical ventilation		D008803	C0024344	POI_outcome	8948561|15547166|10628598|10936141|9556465	5				
ARDS_POI:01270	Pneumonia			Reduced ventilator-associated pneumonia	DOID:552	D011014	C0032285	POI_outcome	15547166	1				
ARDS_POI:01271	Endotracheal intubation			Increased pressure sores, selective intubation, and endotracheal tube obstruction		D007442	C0021925	POI_intervention	15547166	1				
ARDS_POI:01272	Pulmonary Surfactant		Continuous administration of aerosolized synthetic surfactant (13.5 mg/mL dipalmitoylphosphatidylcholine) for treatment of sepsis-induced ARDS.	aerosolized synthetic surfactant	DOID:11394	D012128	C0035222	POI_intervention	8618579	1	CHEBI:49637			
ARDS_POI:01273	Acute respiratory distress syndrome			No effect on 30-day survival in ARDS	DOID:11394	D012128	C0035222	POI_outcome	8618579	1				
ARDS_POI:01274	Acute respiratory distress syndrome			Improved physiology in ARDS	DOID:11394	D012128	C0035222	POI_mechanism	8618579	1				
ARDS_POI:01275	Acute respiratory distress syndrome			Sepsis-induced ARDS	DOID:11394	D012128	C0035222	POI_population	8618579	1				
ARDS_POI:01276	Acute respiratory distress syndrome	GO:0008150		Surfactant Deficiency In Ards	DOID:11394	D012128	C0035222	POI_mechanism	8618579	1				
ARDS_POI:01277	Pulmonary Surfactant	GO:0008150		Surfactant Replacement Physiology Improvement		D011663	C0038924	POI_mechanism	8618579	1	CHEBI:131681	GO:0001568		
ARDS_POI:01278	High-flow nasal cannula oxygen therapy			high-flow oxygen therapy		D015408	C5203670	POI_intervention	27706464|34874419	2				
ARDS_POI:01279	Endotracheal intubation			Reduced reintubation within 72 hours		D007442	C0021925	POI_outcome	27706464|26975498	2				
ARDS_POI:01280	Postextubation respiratory failure			Reduced postextubation respiratory failure within 72 hours	DOID:11162	D012131	C0035229	POI_outcome	27706464	1				
ARDS_POI:01281	Postextubation period			Postextubation context		D018580	C0031809	POI_context	27706464|25003980	2				
ARDS_POI:01282	cough flow measurement		Ability to generate peak cough flow of at least 160 L/min predicts successful extubation and tracheostomy decannulation in patients with neuromuscular ventilatory insufficiency.	Peak cough flow threshold for extubation/decannulation		D003934	C0010107	POI_intervention	8989078	1				
ARDS_POI:01283	cough flow rate			Peak cough flow >160 L/min		D003371	C0010286	POI_intervention	8989078	1				
ARDS_POI:01284	Extubation			Successful extubation and tracheostomy decannulation		D005112	C0199921	POI_outcome	8989078	1				
ARDS_POI:01285	Extubation Failure			Failed extubation/decannulation		D017147	C0235948	POI_outcome	8989078	1				
