poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence
ARDS_POI:01108,reduced-death-refractory-hypoxemia-ards,Reduced death with refractory hypoxemia in ARDS,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,18270352,1,,,,Acute respiratory distress syndrome,Reduced death with refractory hypoxemia in ARDS,rule,HIGH
ARDS_POI:01109,early-icu-mobility-therapy-protocol,Early ICU mobility therapy protocol,POI_intervention,physical-therapy-for-critical-illness,A protocol using an ICU mobility team to initiate physical therapy within 48 hours of mechanical ventilation for acute respiratory failure.,ICU mobility protocol,DOID:11394,D012128,C0035222,robot_template_row,18596631,1,,,,Early mobilization,Early ICU mobility therapy protocol,claude_api,HIGH
ARDS_POI:01110,early-physical-therapy-icu,Early physical therapy in ICU,POI_intervention,,,,,D026761,C0031831,kg_nodes,18596631,1,,,,Physical Therapy,Early physical therapy in ICU,claude_api,HIGH
ARDS_POI:01111,increased-pt-provision-icu-survivors,Increased physical therapy provision in ICU survivors,POI_outcome,,,,,D010996,C0034867,kg_nodes,18596631,1,,,,Physical Therapy,Increased physical therapy provision in ICU survivors,claude_api,HIGH
ARDS_POI:01112,reduced-icu-length-of-stay,Reduced ICU length of stay,POI_outcome,,,,,D007835,C0023013,kg_nodes,10634340|27734109|7874950|18596631|9556465|15599160,6,,,,Intensive care unit length of stay,Reduced ICU length of stay,claude_api,HIGH
ARDS_POI:01113,reduced-hospital-length-of-stay,Reduced hospital length of stay,POI_outcome,,,,,D006801,C0022727,kg_nodes,9872200|18596631,2,,,,Length of stay,Reduced hospital length of stay,claude_api,HIGH
ARDS_POI:01114,acute-respiratory-failure,Acute respiratory failure,POI_intervention,,,,DOID:11162,D011655,C0034065,kg_nodes,26651376|9700176|35569448|11035684|27755068|12447511|18090351|31408142|8542113|27367766|21666446|11990914|10634340|18629471|21958974|11529210|18596631|10712326|12958051|25062496|21242788|20581167,22,,,,Acute Respiratory Failure,Acute respiratory failure,claude_api,HIGH
ARDS_POI:01115,immobilization-weakness-critical-illness,Immobilization Weakness Critical Illness,POI_mechanism,biological-process,,,DOID:0080203,D009135,C0410674,mechanism_node,18596631,1,,,,Critical Illness Myopathy,Immobilization Weakness Critical Illness,claude_api,MEDIUM
ARDS_POI:01116,dexamethasone-for-covid-19-associated-ards,Dexamethasone for COVID-19-associated ARDS,POI_intervention,glucocorticoid-therapy,"Intravenous dexamethasone 20 mg daily for 5 days, then 10 mg daily for 5 days or until ICU discharge, for treatment of COVID-19-associated ARDS.",,DOID:11394,D012128,C0035222,robot_template_row,32876695,1,CHEBI:41879,,,Dexamethasone,Dexamethasone for COVID-19-associated ARDS,rule,HIGH
ARDS_POI:01117,dexamethasone-covid19-ards-treatment,Dexamethasone for COVID-19-associated ARDS,POI_intervention,,,,,D003907,C0011777,kg_nodes,32876695,1,CHEBI:41879,,,Dexamethasone,Dexamethasone for COVID-19-associated ARDS,rule,HIGH
ARDS_POI:01118,increased-ventilator-free-days-28d,Increased ventilator-free days at 28 days,POI_outcome,,,,,,C3853727,kg_nodes,32876695,1,,,,Ventilator-free days,Increased ventilator-free days at 28 days,rule,HIGH
ARDS_POI:01119,improved-sofa-score-7d,Improved SOFA score at 7 days,POI_outcome,,,,,D064488,C0038951,kg_nodes,32876695,1,,,,SOFA score,Improved SOFA score at 7 days,claude_api,HIGH
ARDS_POI:01120,covid19-ards,COVID-19-associated ARDS,POI_disease,,,,DOID:11394,D012128,C0035222,kg_nodes,32876695,1,,,,Acute respiratory distress syndrome,COVID-19-associated ARDS,rule,HIGH
ARDS_POI:01121,prone-positioning,prone positioning,POI_intervention,ventilation-strategy,Placing patients in a prone (face down) position for six or more hours daily for 10 days.,,DOID:11394,D012128,C0035222,robot_template_row,19903918|24102072|24435203|33823862|33464919|14668608|11529210,7,,,,Prone positioning,prone positioning,rule,HIGH
ARDS_POI:01122,prone-positioning-in-acute-respiratory-failure,Prone positioning in acute respiratory failure,POI_intervention,,,,,D056152,C0150119,kg_nodes,11529210,1,,,,Prone positioning,Prone positioning in acute respiratory failure,rule,HIGH
ARDS_POI:01123,improved-oxygenation,Improved oxygenation,POI_outcome,,,,,D010375,C0029863,kg_nodes,15547166|34425070|16096441|19001507|16081548|17383982|28762180|11529210,8,,,,Oxygenation,Improved oxygenation,rule,HIGH
ARDS_POI:01124,no-survival-benefit,No survival benefit,POI_outcome,,,,,,,kg_nodes,11529210,1,,,,No survival benefit,No survival benefit,claude_api,LOW
ARDS_POI:01125,oxygenation-improvement-prone-positioning,Oxygenation Improvement Prone Positioning,POI_mechanism,biological-process,,,,D056152,C0150119,mechanism_node,11529210,1,,,,Prone positioning,Oxygenation Improvement Prone Positioning,rule,HIGH
ARDS_POI:01126,no-survival-benefit-prone-positioning,No Survival Benefit Prone Positioning,POI_mechanism,biological-process,,,,D056152,C0150119,mechanism_node,11529210,1,,,,Prone positioning,No Survival Benefit Prone Positioning,rule,HIGH
ARDS_POI:01127,treatment-protocol-for-acute-chest-syndrome-in-sickle-cell-disease,Treatment protocol for acute chest syndrome in sickle cell disease,POI_intervention,sickle-cell-disease-management,"Treatment protocol including matched transfusions, bronchodilators, and bronchoscopy for acute chest syndrome in sickle cell disease.",,DOID:0050711,D056586,C0239952,robot_template_row,10861320,1,,,,acute chest syndrome,Treatment protocol for acute chest syndrome in sickle cell disease,claude_api,HIGH
ARDS_POI:01128,acute-chest-syndrome,Acute chest syndrome,POI_disease,,,,DOID:1584,http://purl.bioontology.org/ontology/MESH/D056586,C0854178,kg_nodes,10861320,1,,,MONDO:0005632,Acute Chest Syndrome,Acute chest syndrome,claude_api,HIGH
ARDS_POI:01129,sickle-cell-disease,Sickle cell disease,POI_disease,,,,DOID:10923,D012719,C0036341,kg_nodes,10861320,1,,,,Sickle Cell Disease,Sickle cell disease,claude_api,HIGH
ARDS_POI:01130,matched-transfusions,Matched transfusions,POI_intervention,,,,,D001522,C0013384,kg_nodes,10861320,1,,,,Blood Transfusion,Matched transfusions,claude_api,MEDIUM
ARDS_POI:01131,bronchodilators,Bronchodilators,POI_intervention,,,,,D001960,C0006078,kg_nodes,10861320,1,,,,Bronchodilator Agents,Bronchodilators,claude_api,HIGH
ARDS_POI:01132,bronchoscopy,Bronchoscopy,POI_intervention,,,,,D001976,C0006118,kg_nodes,10861320,1,,,,Bronchoscopy,Bronchoscopy,claude_api,HIGH
ARDS_POI:01133,fat-embolism,Fat embolism,POI_mechanism,,,,DOID:14472,D005151,C0014652,kg_nodes,10861320,1,,,,Fat Embolism,Fat embolism,claude_api,HIGH
ARDS_POI:01134,community-acquired-pneumonia,Community-acquired pneumonia,POI_mechanism,,,,DOID:552,D011024,C0032285,kg_nodes,10861320|26258555|12204871,3,,,,Pneumonia,Community-acquired pneumonia,rule,HIGH
ARDS_POI:01135,infection,Infection,POI_mechanism,,,,DOID:4,D007239,C0021311,kg_nodes,10861320|12006450,2,,,,Infection,Infection,claude_api,HIGH
ARDS_POI:01136,non-invasive-ventilation,non-invasive ventilation,POI_intervention,ventilation-strategy,Non-invasive ventilation to improve survival and quality of life in patients with amyotrophic lateral sclerosis.,NIV,DOID:11110,D000690,C0023272,robot_template_row,19183949|16426990|21424246,3,,,,Non-invasive ventilation,non-invasive ventilation,rule,HIGH
ARDS_POI:01137,non-invasive-ventilation-niv,Non-invasive ventilation,POI_intervention,,,,,D000076142,C1997883,kg_nodes,16426990|21424246,2,,,,Non-invasive ventilation,Non-invasive ventilation,rule,HIGH
ARDS_POI:01138,improved-survival-als,Improved survival in ALS,POI_outcome,,,,,D000690,C0023272,kg_nodes,16426990,1,,,,Survival,Improved survival in ALS,claude_api,HIGH
ARDS_POI:01139,improved-quality-of-life-als,Improved quality of life in ALS,POI_outcome,,,,,D000690,C0023272,kg_nodes,16426990,1,,,,Quality of Life,Improved quality of life in ALS,claude_api,HIGH
ARDS_POI:01140,amyotrophic-lateral-sclerosis,Amyotrophic lateral sclerosis,POI_disease,,,,DOID:332,D000690,C0023272,kg_nodes,16426990,1,,,,Amyotrophic lateral sclerosis,Amyotrophic lateral sclerosis,claude_api,HIGH
ARDS_POI:01141,without-severe-bulbar-dysfunction,Without severe bulbar dysfunction,POI_context,,,,,D002540,C0006104,kg_nodes,16426990,1,,,,Bulbar dysfunction,Without severe bulbar dysfunction,claude_api,MEDIUM
ARDS_POI:01142,mechanical-ventilation-guided-by-esophageal-pressure,Mechanical ventilation guided by esophageal pressure,POI_intervention,lung-protective-ventilation-strategy,Mechanical ventilation with PEEP adjusted according to esophageal pressure measurements to estimate transpulmonary pressure and optimize alveolar recruitment.,,DOID:11394,D012128,C0035222,robot_template_row,19001507,1,,,,Mechanical ventilation,Mechanical ventilation guided by esophageal pressure,rule,HIGH
ARDS_POI:01143,transpulmonary-pressure-monitoring,Transpulmonary pressure monitoring,POI_mechanism,,,,,D045505,C0428696,kg_nodes,19001507,1,,,,Transpulmonary Pressure,Transpulmonary pressure monitoring,claude_api,HIGH
ARDS_POI:01144,alveolar-recruitment-optimization,Alveolar recruitment optimization,POI_mechanism,,,,,D000072601,,kg_nodes,19001507,1,,GO:0045087,,Alveolar recruitment,Alveolar recruitment optimization,rule,HIGH
ARDS_POI:01145,prevention-of-alveolar-collapse,Prevention of alveolar collapse,POI_mechanism,,,,DOID:9956,D001261,C0004144,kg_nodes,19001507,1,,GO:0097553,,Atelectasis,Prevention of alveolar collapse,rule,HIGH
ARDS_POI:01146,prevention-of-alveolar-overdistension,Prevention of alveolar overdistension,POI_mechanism,,,,,D008171,,kg_nodes,19001507,1,,GO:0097553,,Alveolar overdistension,Prevention of alveolar overdistension,rule,HIGH
ARDS_POI:01147,ventilation-guided-esophageal-pressure,Ventilation guided by esophageal pressure,POI_intervention,,,,,D045996,C0199451,kg_nodes,19001507,1,,,,Esophageal pressure-guided mechanical ventilation,Ventilation guided by esophageal pressure,claude_api,HIGH
ARDS_POI:01148,improved-respiratory-compliance,Improved respiratory compliance,POI_outcome,,,,,D012128,C0034096,kg_nodes,8520744|19001507,2,,,,Respiratory system compliance,Improved respiratory compliance,rule,HIGH
ARDS_POI:01149,restrictive-red-blood-cell-transfusion-strategy,Restrictive red blood cell transfusion strategy,POI_intervention,anemia-management-strategy,Maintain hematocrit ≥24% in patients undergoing cardiac surgery with cardiopulmonary bypass.,,DOID:650,D000740,C0001625,robot_template_row,20940381,1,,,,restrictive red blood cell transfusion,Restrictive red blood cell transfusion strategy,claude_api,HIGH
ARDS_POI:01150,similar-30d-mortality-severe-morbidity-vs-liberal,Similar 30-day mortality and severe morbidity vs liberal strategy,POI_outcome,,,,,D009026,C0026565,kg_nodes,20940381,1,,,,Mortality,Similar 30-day mortality and severe morbidity vs liberal strategy,rule,HIGH
ARDS_POI:01151,cardiac-surgery-with-cardiopulmonary-bypass,Cardiac surgery with cardiopulmonary bypass,POI_context,,,,,D002315,C0007202,kg_nodes,20940381,1,,,,Cardiopulmonary Bypass,Cardiac surgery with cardiopulmonary bypass,claude_api,HIGH
ARDS_POI:01152,anemia,Anemia,POI_disease,,,,DOID:650,D000740,C0001625,kg_nodes,20940381,1,,,,Anemia,Anemia,claude_api,HIGH
ARDS_POI:01153,epidural-anaesthesia-and-analgesia,epidural anaesthesia and analgesia,POI_intervention,perioperative-pain-management,Use of epidural anaesthesia intraoperatively and epidural analgesia postoperatively for major abdominal surgery.,,,D015733,C0014618,robot_template_row,11965272,1,,,,Epidural anesthesia and analgesia,epidural anaesthesia and analgesia,claude_api,HIGH
ARDS_POI:01154,reduced-respiratory-failure,Reduced respiratory failure,POI_outcome,,,,DOID:11162,D012131,C0035229,kg_nodes,11965272,1,,,,Respiratory Failure,Reduced respiratory failure,claude_api,MEDIUM
ARDS_POI:01155,reduced-postoperative-pain,Reduced postoperative pain,POI_outcome,,,,,D010149,C0030200,kg_nodes,11965272,1,,,,Postoperative pain,Reduced postoperative pain,claude_api,HIGH
ARDS_POI:01156,no-difference-in-major-adverse-outcomes,No difference in major adverse outcomes,POI_outcome,,,,,D000072658,C4019876,kg_nodes,11965272,1,,,,Major Adverse Cardiovascular Events,No difference in major adverse outcomes,claude_api,MEDIUM
ARDS_POI:01157,high-risk-population,High-risk population context,POI_context,,,,,D056239,C0030705,kg_nodes,11965272,1,,,,High-risk population,High-risk population context,claude_api,HIGH
ARDS_POI:01158,noninvasive-positive-pressure-ventilation,Noninvasive positive-pressure ventilation,POI_intervention,mechanical-ventilation-strategy,Noninvasive ventilation delivered through a face mask for patients with acute respiratory failure.,,DOID:11394,D012128,C0035222,robot_template_row,9700176|8147550|8797425|9872200|10712326|17133177|15483407|15599160|11673215,9,,,,Positive-Pressure Ventilation,Noninvasive positive-pressure ventilation,claude_api,HIGH
ARDS_POI:01159,improved-pao2-fio2-ratio-1h,Improved PaO2:FiO2 ratio within 1 hour,POI_outcome,,,,,D010100,C0242402,kg_nodes,9700176,1,,,,Oxygenation,Improved PaO2:FiO2 ratio within 1 hour,rule,HIGH
ARDS_POI:01160,reduced-serious-complications,Reduced serious complications,POI_outcome,,,,,D064418,C0877248,kg_nodes,9700176,1,,,,Serious Adverse Events,Reduced serious complications,claude_api,MEDIUM
ARDS_POI:01161,reduced-pneumonia-sinusitis-related-to-intubation,Reduced pneumonia/sinusitis related to intubation,POI_outcome,,,,DOID:552,D011014,C0032285,kg_nodes,9700176,1,,,,Pneumonia,Reduced pneumonia/sinusitis related to intubation,rule,HIGH
ARDS_POI:01162,shorter-ventilation-duration-icu-los,Shorter ventilation duration and ICU LOS,POI_outcome,,,,,D007902,C0023935,kg_nodes,9700176,1,,,,Intensive Care Unit length of stay,Shorter ventilation duration and ICU LOS,claude_api,HIGH
ARDS_POI:01163,growth-hormone-administration,growth hormone administration,POI_intervention,treatment,Administration of growth hormone to critically ill adults hospitalized for prolonged periods.,,,D006400,C0018400,robot_template_row,10477776,1,CHEBI:37845,,,Growth Hormone Administration,growth hormone administration,claude_api,HIGH
ARDS_POI:01164,increased-in-hospital-mortality,Increased in-hospital mortality,POI_outcome,,,,,D008288,C0085604,kg_nodes,25855899|23339639|10477776|33341155|25466352,5,,,,Mortality,Increased in-hospital mortality,rule,HIGH
ARDS_POI:01165,prolonged-hospitalization,Prolonged hospitalization,POI_context,,,,,D006760,C0020025,kg_nodes,10477776,1,,,,"Hospitalization, prolonged",Prolonged hospitalization,claude_api,HIGH
ARDS_POI:01166,prolonged-methylprednisolone-therapy,prolonged methylprednisolone therapy,POI_intervention,corticosteroid-treatment,"Prolonged administration of methylprednisolone (initial dose 2 mg/kg/day, duration 32 days) for unresolving ARDS.",,DOID:11394,D012128,C0035222,robot_template_row,9669790,1,CHEBI:6888,,,methylprednisolone therapy,prolonged methylprednisolone therapy,claude_api,HIGH
ARDS_POI:01167,improved-lung-function-ards,Improved lung function in ARDS,POI_outcome,,,,DOID:11394,D012128,C0035222,kg_nodes,9669790,1,,,,Acute respiratory distress syndrome,Improved lung function in ARDS,rule,HIGH
ARDS_POI:01168,unresolving-ards,Unresolving ARDS,POI_context,,,,DOID:11394,D012128,C0035222,kg_nodes,9669790,1,,,,Acute respiratory distress syndrome,Unresolving ARDS,rule,HIGH
ARDS_POI:01169,pulmonary-artery-catheter-guided-hemodynamic-management,pulmonary-artery-catheter-guided-hemodynamic-management,POI_intervention,hemodynamic-monitoring-strategy,Use of pulmonary artery catheter to guide hemodynamic management in patients with acute lung injury.,PAC,DOID:11394,D012128,C0035222,robot_template_row,16714768,1,,,,Pulmonary Artery Catheter,pulmonary-artery-catheter-guided-hemodynamic-management,claude_api,HIGH
ARDS_POI:01170,no-improvement-in-survival-or-organ-function,No improvement in survival or organ function,POI_outcome,,,,,,,kg_nodes,16714768,1,,,,No improvement in survival or organ function,No improvement in survival or organ function,claude_api,LOW
ARDS_POI:01171,increased-catheter-related-complications,Increased catheter-related complications,POI_outcome,,,,,D002404,C0085881,kg_nodes,16714768,1,,,,Catheter-Related Complications,Increased catheter-related complications,claude_api,HIGH
ARDS_POI:01172,respiratory-changes-in-inferior-vena-cava-diameter,respiratory changes in inferior vena cava diameter,POI_intervention,fluid-responsiveness-prediction,Measuring respiratory changes in inferior vena cava diameter to predict fluid responsiveness in septic patients with acute lung injury.,,DOID:11394,D012128,C0035222,robot_template_row,15034650,1,,,,Inferior vena cava diameter,respiratory changes in inferior vena cava diameter,claude_api,MEDIUM
ARDS_POI:01173,ivc-diameter-respiratory-variation,Respiratory changes in IVC diameter,POI_intervention,,,,,D014682,C0042458,kg_nodes,15034650,1,,,,Inferior vena cava diameter changes,Respiratory changes in IVC diameter,claude_api,MEDIUM
ARDS_POI:01174,fluid-responsiveness-prediction,Fluid responsiveness prediction,POI_outcome,,,,,D064818,C4277706,kg_nodes,15034650|15754196,2,,,,Fluid responsiveness,Fluid responsiveness prediction,claude_api,HIGH
ARDS_POI:01175,intrathoracic-pressure-change,Intrathoracic pressure change,POI_mechanism,,,,,D019571,C0020515,kg_nodes,15034650,1,,,,Intrathoracic Pressure,Intrathoracic pressure change,claude_api,HIGH
ARDS_POI:01176,venous-return-change,Venous return change,POI_mechanism,,,,,D014690,C0042958,kg_nodes,15034650,1,,GO:0008217,,Venous return,Venous return change,claude_api,HIGH
